Juego;Sesion;id_usuario;num_periodo;id_tipo;id_grupo;punto_ideal;se_postula;num_votos; num_votos2;balance_ini;balance
B;1;13;25;R;817;50;0;0;0;181;179
B;1;13;26;R;825;70;1;41;0;179;170
B;1;13;27;R;833;70;1;40;0;170;161
B;1;13;28;R;836;70;1;41;0;161;181
B;1;13;29;R;848;30;1;40;0;181;172
B;1;13;30;R;857;30;1;41;0;172;192
B;1;14;1;P;597;50;1;61;0;140;160
B;1;14;2;P;606;80;1;36;0;160;152
B;1;14;3;P;614;50;1;61;0;152;172
B;1;14;1;R;620;50;1;101;0;140;160
B;1;14;2;R;628;30;1;41;0;160;153
B;1;14;3;R;639;30;1;41;0;153;173
B;1;14;4;R;645;30;0;0;0;173;168
B;1;14;5;R;658;50;1;101;0;168;188
B;1;14;6;R;666;80;0;0;0;188;185
B;1;14;7;R;673;50;1;25;0;185;178
B;1;14;8;R;676;50;1;25;0;178;171
B;1;14;9;R;685;80;0;0;0;171;168
B;1;14;10;R;693;30;1;40;0;168;188
B;1;14;11;R;703;80;1;35;0;188;178
B;1;14;12;R;714;80;1;36;0;178;168
B;1;14;13;R;719;30;0;0;0;168;166
B;1;14;14;R;728;80;1;36;0;166;156
B;1;14;15;R;736;80;1;35;0;156;146
B;1;14;16;R;743;50;1;20;0;146;139
B;1;14;17;R;753;70;1;41;0;139;159
B;1;14;18;R;758;50;1;21;0;159;152
B;1;14;19;R;770;50;1;19;0;152;145
B;1;14;20;R;773;30;1;40;0;145;165
B;1;14;21;R;783;50;1;61;0;165;185
B;1;14;22;R;789;70;0;0;0;185;183
B;1;14;23;R;797;50;1;20;0;183;176
B;1;14;24;R;807;50;1;61;0;176;196
B;1;14;25;R;818;70;1;41;0;196;216
B;1;14;26;R;822;70;0;0;0;216;214
B;1;14;27;R;834;50;1;21;0;214;207
B;1;14;28;R;838;70;1;40;0;207;227
B;1;14;29;R;844;30;1;51;0;227;247
B;1;14;30;R;852;50;0;0;0;247;245
B;1;15;1;P;598;30;0;0;0;140;138
B;1;15;2;P;604;50;1;60;0;138;158
B;1;15;3;P;616;30;1;101;0;158;178
B;1;15;1;R;623;50;1;26;0;140;133
B;1;15;2;R;629;50;1;24;0;133;126
B;1;15;3;R;639;80;1;36;0;126;116
B;1;15;4;R;645;80;1;101;0;116;136
B;1;15;5;R;653;30;1;41;0;136;129
B;1;15;6;R;662;80;1;35;0;129;119
B;1;15;7;R;672;30;1;41;0;119;112
B;1;15;8;R;682;80;1;36;0;112;102
B;1;15;9;R;688;80;1;35;0;102;92
B;1;15;10;R;694;80;1;35;0;92;82
B;1;15;11;R;702;30;1;40;0;82;102
B;1;15;12;R;711;30;1;41;0;102;95
B;1;15;13;R;720;80;1;36;0;95;87
B;1;15;14;R;730;30;1;101;0;87;107
B;1;15;15;R;732;30;1;41;0;107;100
B;1;15;16;R;740;30;0;0;0;100;98
B;1;15;17;R;752;70;1;40;0;98;89
B;1;15;18;R;756;50;1;61;0;89;109
B;1;15;19;R;769;50;1;20;0;109;102
B;1;15;20;R;775;50;1;21;0;102;95
B;1;15;21;R;781;70;1;101;0;95;115
B;1;15;22;R;793;70;1;51;0;115;135
B;1;15;23;R;798;70;1;51;0;135;155
B;1;15;24;R;807;70;1;40;0;155;148
B;1;15;25;R;817;70;1;50;0;148;139
B;1;15;26;R;820;70;1;40;0;139;130
B;1;15;27;R;829;70;1;41;0;130;150
B;1;15;28;R;841;50;1;20;0;150;143
B;1;15;29;R;847;50;1;21;0;143;136
B;1;15;30;R;856;50;1;20;0;136;129
B;1;16;1;P;598;50;1;65;0;140;160
B;1;16;2;P;609;30;0;0;0;160;120
B;1;16;3;P;615;80;1;35;0;120;110
B;1;16;1;R;625;80;0;0;0;140;137
B;1;16;2;R;632;80;1;36;0;137;127
B;1;16;3;R;640;80;1;45;0;127;117
B;1;16;4;R;650;30;1;41;0;117;110
B;1;16;5;R;658;30;0;0;0;110;108
B;1;16;6;R;663;50;1;61;0;108;128
B;1;16;7;R;668;50;1;26;0;128;121
B;1;16;8;R;678;30;1;41;0;121;114
B;1;16;9;R;686;30;1;40;0;114;134
B;1;16;10;R;692;80;1;35;0;134;124
B;1;16;11;R;706;30;1;41;0;124;144
B;1;16;12;R;712;30;1;40;0;144;137
B;1;16;13;R;718;50;1;25;0;137;130
B;1;16;14;R;726;30;1;40;0;130;123
B;1;16;15;R;737;30;1;41;0;123;116
B;1;16;16;R;741;30;1;40;0;116;136
B;1;16;17;R;749;70;1;51;0;136;156
B;1;16;18;R;758;70;1;40;0;156;176
B;1;16;19;R;765;50;1;21;0;176;169
B;1;16;20;R;772;50;1;20;0;169;162
B;1;16;21;R;781;50;0;0;0;162;160
B;1;16;22;R;792;50;1;19;0;160;153
B;1;16;23;R;802;50;1;21;0;153;146
B;1;16;24;R;809;70;1;41;0;146;139
B;1;16;25;R;817;30;1;51;0;139;159
B;1;16;26;R;823;30;1;41;0;159;179
B;1;16;27;R;829;50;1;19;0;179;172
B;1;16;28;R;839;50;1;19;0;172;165
B;1;16;29;R;844;70;1;50;0;165;156
B;1;16;30;R;858;30;1;40;0;156;176
B;1;17;1;P;599;80;1;35;0;140;130
B;1;17;2;P;608;50;1;25;0;130;123
B;1;17;3;P;618;50;1;61;0;123;143
B;1;17;1;R;620;30;0;0;0;140;138
B;1;17;2;R;634;50;1;60;0;138;158
B;1;17;3;R;636;50;1;24;0;158;151
B;1;17;4;R;648;30;1;40;0;151;171
B;1;17;5;R;656;50;1;25;0;171;164
B;1;17;6;R;663;30;1;40;0;164;157
B;1;17;7;R;671;30;1;41;0;157;177
B;1;17;8;R;680;30;1;40;0;177;197
B;1;17;9;R;688;30;1;40;0;197;217
B;1;17;10;R;698;50;1;61;0;217;237
B;1;17;11;R;700;30;1;101;0;237;257
B;1;17;12;R;712;80;0;0;0;257;254
B;1;17;13;R;722;50;1;60;0;254;274
B;1;17;14;R;729;50;1;60;0;274;294
B;1;17;15;R;734;50;1;60;0;294;314
B;1;17;16;R;744;30;1;41;0;314;334
B;1;17;17;R;754;70;1;41;0;334;327
B;1;17;18;R;759;30;1;40;0;327;318
B;1;17;19;R;766;30;1;40;0;318;309
B;1;17;20;R;773;70;1;40;0;309;300
B;1;17;21;R;785;70;1;101;0;300;320
B;1;17;22;R;789;30;1;41;0;320;313
B;1;17;23;R;798;50;0;0;0;313;311
B;1;17;24;R;808;70;1;50;0;311;302
B;1;17;25;R;815;50;0;0;0;302;300
B;1;17;26;R;824;30;1;51;0;300;320
B;1;17;27;R;832;50;1;61;0;320;340
B;1;17;28;R;842;30;1;101;0;340;360
B;1;17;29;R;845;30;1;40;0;360;351
B;1;17;30;R;855;50;1;20;0;351;344
B;1;18;1;P;596;50;0;0;0;140;138
B;1;18;2;P;607;80;1;45;0;138;128
B;1;18;3;P;617;80;1;35;0;128;118
B;1;18;1;R;621;30;1;40;0;140;133
B;1;18;2;R;632;50;1;25;0;133;126
B;1;18;3;R;638;80;1;36;0;126;116
B;1;18;4;R;648;50;1;25;0;116;109
B;1;18;5;R;652;50;1;24;0;109;102
B;1;18;6;R;664;50;1;60;0;102;122
B;1;18;7;R;671;50;1;24;0;122;115
B;1;18;8;R;678;50;1;60;0;115;135
B;1;18;9;R;690;30;1;101;0;135;155
B;1;18;10;R;697;30;1;40;0;155;148
B;1;18;11;R;701;30;1;41;0;148;141
B;1;18;12;R;708;50;1;60;0;141;161
B;1;18;13;R;718;80;1;35;0;161;151
B;1;18;14;R;724;50;1;60;0;151;171
B;1;18;15;R;737;50;1;60;0;171;191
B;1;18;16;R;743;70;1;40;0;191;182
B;1;18;17;R;753;30;1;40;0;182;173
B;1;18;18;R;762;70;0;0;0;173;171
B;1;18;19;R;766;70;1;40;0;171;191
B;1;18;20;R;778;50;0;0;0;191;189
B;1;18;21;R;786;50;0;0;0;189;187
B;1;18;22;R;791;70;1;50;0;187;178
B;1;18;23;R;796;50;1;19;0;178;171
B;1;18;24;R;806;50;0;0;0;171;169
B;1;18;25;R;812;50;0;0;0;169;167
B;1;18;26;R;820;30;1;41;0;167;187
B;1;18;27;R;828;50;0;0;0;187;185
B;1;18;28;R;838;30;1;40;0;185;176
B;1;18;29;R;844;50;0;0;0;176;174
B;1;18;30;R;858;70;1;40;0;174;165
B;1;19;1;P;596;30;1;101;0;140;160
B;1;19;2;P;608;30;1;40;0;160;180
B;1;19;3;P;612;30;1;41;0;180;200
B;1;19;1;R;624;50;1;24;0;140;133
B;1;19;2;R;634;30;1;41;0;133;126
B;1;19;3;R;642;80;0;0;0;126;123
B;1;19;4;R;650;80;0;0;0;123;120
B;1;19;5;R;656;80;1;35;0;120;110
B;1;19;6;R;666;50;1;60;0;110;130
B;1;19;7;R;669;80;0;0;0;130;127
B;1;19;8;R;677;30;1;40;0;127;147
B;1;19;9;R;686;80;1;35;0;147;137
B;1;19;10;R;696;30;1;40;0;137;130
B;1;19;11;R;701;80;0;0;0;130;127
B;1;19;12;R;714;50;1;24;0;127;120
B;1;19;13;R;720;50;1;65;0;120;140
B;1;19;14;R;727;30;1;41;0;140;133
B;1;19;15;R;735;30;1;40;0;133;126
B;1;19;16;R;740;70;1;41;0;126;119
B;1;19;17;R;753;50;1;20;0;119;112
B;1;19;18;R;757;30;1;41;0;112;132
B;1;19;19;R;765;70;1;40;0;132;123
B;1;19;20;R;772;30;1;40;0;123;114
B;1;19;21;R;780;30;1;40;0;114;105
B;1;19;22;R;790;70;1;41;0;105;96
B;1;19;23;R;799;30;1;40;0;96;116
B;1;19;24;R;805;70;1;40;0;116;107
B;1;19;25;R;813;50;0;0;0;107;105
B;1;19;26;R;824;50;0;0;0;105;103
B;1;19;27;R;828;30;1;101;0;103;123
B;1;19;28;R;842;50;0;0;0;123;121
B;1;19;29;R;845;70;1;40;0;121;141
B;1;19;30;R;852;70;1;50;0;141;132
B;1;20;1;P;597;30;1;40;0;140;133
B;1;20;2;P;605;30;1;56;0;133;153
B;1;20;3;P;618;30;1;40;0;153;146
B;1;20;1;R;626;50;0;0;0;140;138
B;1;20;2;R;631;50;1;61;0;138;158
B;1;20;3;R;642;50;1;61;0;158;178
B;1;20;4;R;648;80;1;36;0;178;168
B;1;20;5;R;657;50;0;0;0;168;166
B;1;20;6;R;664;30;1;41;0;166;159
B;1;20;7;R;672;50;1;60;0;159;179
B;1;20;8;R;680;50;1;26;0;179;172
B;1;20;9;R;684;80;0;0;0;172;167
B;1;20;10;R;693;80;1;36;0;167;157
B;1;20;11;R;702;80;1;35;0;157;147
B;1;20;12;R;712;50;1;61;0;147;167
B;1;20;13;R;720;30;0;0;0;167;165
B;1;20;14;R;728;30;1;41;0;165;185
B;1;20;15;R;733;50;1;60;0;185;205
B;1;20;16;R;742;70;0;0;0;205;203
B;1;20;17;R;749;30;1;50;0;203;194
B;1;20;18;R;760;30;1;41;0;194;187
B;1;20;19;R;764;70;1;41;0;187;178
B;1;20;20;R;776;70;1;51;0;178;198
B;1;20;21;R;783;30;0;0;0;198;196
B;1;20;22;R;794;70;0;0;0;196;192
B;1;20;23;R;797;70;1;41;0;192;212
B;1;20;24;R;810;30;1;40;0;212;203
B;1;20;25;R;814;70;1;51;0;203;223
B;1;20;26;R;825;30;1;41;0;223;243
B;1;20;27;R;831;50;1;60;0;243;263
B;1;20;28;R;837;50;1;21;0;263;256
B;1;20;29;R;849;30;1;51;0;256;276
B;1;20;30;R;856;30;1;40;0;276;267
B;1;21;1;P;597;80;0;0;0;140;137
B;1;21;2;P;605;50;0;0;0;137;135
B;1;21;3;P;617;30;1;40;0;135;155
B;1;21;1;R;626;30;1;101;0;140;160
B;1;21;2;R;629;30;1;41;0;160;180
B;1;21;3;R;641;50;0;0;0;180;178
B;1;21;4;R;645;50;0;0;0;178;175
B;1;21;5;R;655;50;0;0;0;175;173
B;1;21;6;R;664;80;0;0;0;173;170
B;1;21;7;R;672;80;0;0;0;170;167
B;1;21;8;R;681;80;0;0;0;167;164
B;1;21;9;R;690;50;0;0;0;164;162
B;1;21;10;R;695;50;0;0;0;162;159
B;1;21;11;R;704;50;0;0;0;159;157
B;1;21;12;R;711;80;0;0;0;157;154
B;1;21;13;R;716;50;1;24;0;154;147
B;1;21;14;R;724;80;0;0;0;147;144
B;1;21;15;R;732;80;0;0;0;144;141
B;1;21;16;R;745;70;1;51;0;141;161
B;1;21;17;R;752;30;1;41;0;161;181
B;1;21;18;R;761;50;0;0;0;181;141
B;1;21;19;R;764;30;1;41;0;141;161
B;1;21;20;R;778;30;1;50;0;161;152
B;1;21;21;R;786;70;1;51;0;152;172
B;1;21;22;R;788;30;1;101;0;172;192
B;1;21;23;R;796;30;1;41;0;192;212
B;1;21;24;R;808;50;0;0;0;212;210
B;1;21;25;R;812;70;1;101;0;210;230
B;1;21;26;R;826;30;1;40;0;230;250
B;1;21;27;R;829;30;1;41;0;250;241
B;1;21;28;R;841;70;1;41;0;241;261
B;1;21;29;R;848;70;1;41;0;261;281
B;1;21;30;R;857;70;1;40;0;281;272
B;2;1;1;P;1753;50;1;24;0;140;133
B;2;1;2;P;1761;30;0;0;0;133;131
B;2;1;3;P;1766;30;0;0;0;131;129
B;2;1;1;R;1771;50;0;0;0;140;100
B;2;1;2;R;1775;30;1;56;0;100;120
B;2;1;3;R;1779;50;1;60;0;120;140
B;2;1;4;R;1784;50;1;25;0;140;133
B;2;1;5;R;1791;80;1;36;0;133;123
B;2;1;6;R;1796;50;0;0;0;123;121
B;2;1;7;R;1800;80;0;0;0;121;118
B;2;1;8;R;1806;30;1;40;0;118;111
B;2;1;9;R;1811;30;1;41;0;111;104
B;2;1;10;R;1815;80;1;35;0;104;94
B;2;1;11;R;1820;30;0;0;0;94;92
B;2;1;12;R;1823;80;1;35;0;92;82
B;2;1;13;R;1831;50;1;25;0;82;75
B;2;1;14;R;1833;50;0;0;0;75;73
B;2;1;15;R;1841;50;1;61;0;73;93
B;2;1;16;R;1843;70;1;40;0;93;84
B;2;1;17;R;1849;50;0;0;0;84;82
B;2;1;18;R;1855;30;1;50;0;82;73
B;2;1;19;R;1861;50;1;20;0;73;66
B;2;1;20;R;1864;30;0;0;0;66;64
B;2;1;21;R;1870;50;1;20;0;64;57
B;2;1;22;R;1875;70;1;50;0;57;48
B;2;1;23;R;1878;50;1;20;0;48;41
B;2;1;24;R;1886;70;1;51;0;41;61
B;2;1;25;R;1890;70;1;50;0;61;52
B;2;1;26;R;1893;70;1;40;0;52;43
B;2;1;27;R;1900;70;0;0;0;43;41
B;2;1;28;R;1905;70;1;51;0;41;61
B;2;1;29;R;1909;70;1;51;0;61;81
B;2;1;30;R;1916;30;0;0;0;81;77
B;2;2;1;P;1756;30;0;0;0;140;138
B;2;2;2;P;1759;80;1;36;0;138;128
B;2;2;3;P;1766;50;1;101;0;128;148
B;2;2;1;R;1770;50;1;26;0;140;133
B;2;2;2;R;1776;50;1;61;0;133;153
B;2;2;3;R;1778;30;0;0;0;153;151
B;2;2;4;R;1786;50;1;24;0;151;144
B;2;2;5;R;1788;30;1;41;0;144;137
B;2;2;6;R;1796;30;1;101;0;137;157
B;2;2;7;R;1798;50;1;25;0;157;150
B;2;2;8;R;1803;30;1;41;0;150;170
B;2;2;9;R;1810;50;1;61;0;170;190
B;2;2;10;R;1814;50;0;0;0;190;188
B;2;2;11;R;1821;50;1;60;0;188;208
B;2;2;12;R;1824;50;1;25;0;208;201
B;2;2;13;R;1829;50;1;61;0;201;221
B;2;2;14;R;1834;30;0;0;0;221;216
B;2;2;15;R;1839;50;1;61;0;216;236
B;2;2;16;R;1846;70;1;41;0;236;256
B;2;2;17;R;1848;70;1;50;0;256;247
B;2;2;18;R;1855;70;1;51;0;247;267
B;2;2;19;R;1859;30;1;50;0;267;258
B;2;2;20;R;1865;50;1;19;0;258;251
B;2;2;21;R;1869;70;1;51;0;251;271
B;2;2;22;R;1874;70;1;50;0;271;262
B;2;2;23;R;1880;70;1;51;0;262;282
B;2;2;24;R;1885;50;0;0;0;282;280
B;2;2;25;R;1890;30;1;51;0;280;300
B;2;2;26;R;1894;50;0;0;0;300;298
B;2;2;27;R;1899;30;1;41;0;298;318
B;2;2;28;R;1906;50;0;0;0;318;316
B;2;2;29;R;1909;50;0;0;0;316;314
B;2;2;30;R;1915;70;1;41;0;314;305
B;2;3;1;P;1753;80;1;36;0;140;130
B;2;3;2;P;1759;30;1;40;0;130;150
B;2;3;3;P;1765;80;0;0;0;150;145
B;2;3;1;R;1770;80;1;35;0;140;130
B;2;3;2;R;1773;30;1;101;0;130;150
B;2;3;3;R;1781;80;1;36;0;150;140
B;2;3;4;R;1784;80;1;35;0;140;130
B;2;3;5;R;1790;30;1;41;0;130;150
B;2;3;6;R;1794;80;0;0;0;150;147
B;2;3;7;R;1800;30;1;40;0;147;140
B;2;3;8;R;1804;50;1;25;0;140;133
B;2;3;9;R;1808;30;1;40;0;133;126
B;2;3;10;R;1814;30;1;101;0;126;146
B;2;3;11;R;1818;30;1;40;0;146;139
B;2;3;12;R;1826;30;1;101;0;139;159
B;2;3;13;R;1830;80;0;0;0;159;156
B;2;3;14;R;1836;50;1;61;0;156;176
B;2;3;15;R;1840;50;1;101;0;176;196
B;2;3;16;R;1843;30;1;41;0;196;216
B;2;3;17;R;1848;50;0;0;0;216;214
B;2;3;18;R;1856;50;0;0;0;214;212
B;2;3;19;R;1861;30;1;41;0;212;232
B;2;3;20;R;1866;50;0;0;0;232;230
B;2;3;21;R;1870;30;1;40;0;230;221
B;2;3;22;R;1873;30;1;51;0;221;241
B;2;3;23;R;1880;50;0;0;0;241;239
B;2;3;24;R;1883;70;1;50;0;239;230
B;2;3;25;R;1889;70;1;50;0;230;221
B;2;3;26;R;1895;50;0;0;0;221;219
B;2;3;27;R;1898;50;0;0;0;219;217
B;2;3;28;R;1905;50;0;0;0;217;215
B;2;3;29;R;1911;50;0;0;0;215;213
B;2;3;30;R;1916;70;1;101;0;213;233
B;2;4;1;P;1756;50;1;65;0;140;160
B;2;4;2;P;1760;30;1;40;0;160;153
B;2;4;3;P;1765;30;1;101;0;153;173
B;2;4;1;R;1768;50;1;101;0;140;160
B;2;4;2;R;1774;30;1;41;0;160;180
B;2;4;3;R;1779;80;0;0;0;180;177
B;2;4;4;R;1784;30;1;41;0;177;197
B;2;4;5;R;1789;30;1;56;0;197;217
B;2;4;6;R;1795;50;1;24;0;217;210
B;2;4;7;R;1801;50;1;65;0;210;230
B;2;4;8;R;1806;50;1;61;0;230;250
B;2;4;9;R;1808;50;1;61;0;250;270
B;2;4;10;R;1816;30;1;40;0;270;290
B;2;4;11;R;1821;80;0;0;0;290;287
B;2;4;12;R;1824;80;1;36;0;287;277
B;2;4;13;R;1828;50;1;60;0;277;297
B;2;4;14;R;1836;80;0;0;0;297;294
B;2;4;15;R;1839;80;0;0;0;294;291
B;2;4;16;R;1845;30;1;40;0;291;282
B;2;4;17;R;1849;70;1;50;0;282;273
B;2;4;18;R;1856;30;1;51;0;273;293
B;2;4;19;R;1860;70;1;51;0;293;313
B;2;4;20;R;1864;50;1;60;0;313;333
B;2;4;21;R;1868;30;1;101;0;333;353
B;2;4;22;R;1876;70;1;51;0;353;373
B;2;4;23;R;1879;50;1;20;0;373;366
B;2;4;24;R;1885;70;1;50;0;366;357
B;2;4;25;R;1891;30;1;51;0;357;377
B;2;4;26;R;1894;30;1;51;0;377;397
B;2;4;27;R;1901;50;1;21;0;397;390
B;2;4;28;R;1903;30;1;40;0;390;410
B;2;4;29;R;1910;30;1;41;0;410;430
B;2;4;30;R;1914;30;1;101;0;430;450
B;2;5;1;P;1753;30;1;41;0;140;160
B;2;5;2;P;1760;80;0;0;0;160;157
B;2;5;3;P;1764;50;0;0;0;157;155
B;2;5;1;R;1770;30;1;40;0;140;160
B;2;5;2;R;1774;80;1;35;0;160;150
B;2;5;3;R;1780;50;1;24;0;150;143
B;2;5;4;R;1785;50;0;0;0;143;141
B;2;5;5;R;1790;80;1;36;0;141;131
B;2;5;6;R;1794;50;1;60;0;131;151
B;2;5;7;R;1799;80;1;36;0;151;141
B;2;5;8;R;1803;80;1;36;0;141;131
B;2;5;9;R;1810;80;0;0;0;131;128
B;2;5;10;R;1816;80;1;35;0;128;118
B;2;5;11;R;1818;50;1;61;0;118;138
B;2;5;12;R;1824;30;1;40;0;138;158
B;2;5;13;R;1830;50;1;60;0;158;178
B;2;5;14;R;1834;50;0;0;0;178;175
B;2;5;15;R;1838;50;1;25;0;175;168
B;2;5;16;R;1846;50;1;20;0;168;161
B;2;5;17;R;1850;70;1;50;0;161;152
B;2;5;18;R;1856;70;1;50;0;152;143
B;2;5;19;R;1859;50;0;0;0;143;141
B;2;5;20;R;1865;30;1;41;0;141;132
B;2;5;21;R;1868;70;0;0;0;132;128
B;2;5;22;R;1874;30;1;51;0;128;148
B;2;5;23;R;1881;30;1;51;0;148;168
B;2;5;24;R;1884;50;1;61;0;168;188
B;2;5;25;R;1888;50;1;20;0;188;181
B;2;5;26;R;1895;70;1;51;0;181;201
B;2;5;27;R;1900;50;1;61;0;201;221
B;2;5;28;R;1903;50;1;21;0;221;214
B;2;5;29;R;1910;70;1;40;0;214;205
B;2;5;30;R;1913;70;1;51;0;205;225
B;2;6;1;P;1755;80;0;0;0;140;137
B;2;6;2;P;1758;80;0;0;0;137;132
B;2;6;3;P;1763;50;1;26;0;132;125
B;2;6;1;R;1768;80;0;0;0;140;137
B;2;6;2;R;1776;30;1;40;0;137;130
B;2;6;3;R;1781;50;1;24;0;130;123
B;2;6;4;R;1786;80;1;36;0;123;113
B;2;6;5;R;1791;50;1;25;0;113;106
B;2;6;6;R;1793;80;0;0;0;106;103
B;2;6;7;R;1798;30;1;40;0;103;123
B;2;6;8;R;1806;80;0;0;0;123;120
B;2;6;9;R;1811;50;1;60;0;120;140
B;2;6;10;R;1813;80;0;0;0;140;137
B;2;6;11;R;1820;50;1;101;0;137;157
B;2;6;12;R;1823;50;1;26;0;157;150
B;2;6;13;R;1830;30;1;41;0;150;143
B;2;6;14;R;1834;80;1;101;0;143;163
B;2;6;15;R;1839;30;1;40;0;163;156
B;2;6;16;R;1844;70;1;40;0;156;147
B;2;6;17;R;1851;70;1;40;0;147;138
B;2;6;18;R;1855;50;0;0;0;138;136
B;2;6;19;R;1858;30;1;51;0;136;156
B;2;6;20;R;1866;70;1;50;0;156;147
B;2;6;21;R;1868;50;0;0;0;147;145
B;2;6;22;R;1875;30;1;51;0;145;165
B;2;6;23;R;1879;70;1;40;0;165;156
B;2;6;24;R;1884;70;0;0;0;156;154
B;2;6;25;R;1890;50;0;0;0;154;152
B;2;6;26;R;1893;50;1;20;0;152;145
B;2;6;27;R;1898;30;1;50;0;145;136
B;2;6;28;R;1904;50;0;0;0;136;134
B;2;6;29;R;1910;50;1;20;0;134;127
B;2;6;30;R;1913;30;1;50;0;127;118
B;2;7;1;P;1754;50;1;60;0;140;160
B;2;7;2;P;1758;50;0;0;0;160;158
B;2;7;3;P;1763;80;1;35;0;158;148
B;2;7;1;R;1769;80;1;36;0;140;130
B;2;7;2;R;1773;80;0;0;0;130;125
B;2;7;3;R;1780;30;1;41;0;125;145
B;2;7;4;R;1783;80;1;36;0;145;135
B;2;7;5;R;1788;50;1;60;0;135;155
B;2;7;6;R;1794;30;1;41;0;155;148
B;2;7;7;R;1799;30;1;41;0;148;168
B;2;7;8;R;1805;80;1;35;0;168;158
B;2;7;9;R;1809;80;1;46;0;158;148
B;2;7;10;R;1813;30;1;41;0;148;141
B;2;7;11;R;1819;50;1;61;0;141;161
B;2;7;12;R;1825;50;1;26;0;161;154
B;2;7;13;R;1831;80;1;35;0;154;144
B;2;7;14;R;1835;30;1;41;0;144;164
B;2;7;15;R;1841;30;1;40;0;164;157
B;2;7;16;R;1844;50;1;20;0;157;150
B;2;7;17;R;1849;30;1;51;0;150;170
B;2;7;18;R;1853;50;1;20;0;170;163
B;2;7;19;R;1859;70;1;51;0;163;183
B;2;7;20;R;1865;70;1;41;0;183;203
B;2;7;21;R;1871;50;0;0;0;203;201
B;2;7;22;R;1873;50;0;0;0;201;199
B;2;7;23;R;1879;30;1;41;0;199;219
B;2;7;24;R;1886;30;1;50;0;219;210
B;2;7;25;R;1889;30;1;51;0;210;230
B;2;7;26;R;1896;50;0;0;0;230;228
B;2;7;27;R;1901;70;1;40;0;228;219
B;2;7;28;R;1904;30;1;51;0;219;239
B;2;7;29;R;1908;70;1;50;0;239;230
B;2;7;30;R;1913;50;0;0;0;230;228
B;2;8;1;P;1754;30;1;41;0;140;133
B;2;8;2;P;1759;50;1;25;0;133;126
B;2;8;3;P;1764;80;1;46;0;126;116
B;2;8;1;R;1771;80;0;0;0;140;100
B;2;8;2;R;1776;80;0;0;0;100;97
B;2;8;3;R;1779;30;1;41;0;97;90
B;2;8;4;R;1786;30;1;41;0;90;110
B;2;8;5;R;1790;50;1;24;0;110;103
B;2;8;6;R;1793;50;1;60;0;103;123
B;2;8;7;R;1800;50;1;61;0;123;143
B;2;8;8;R;1805;50;1;25;0;143;136
B;2;8;9;R;1808;80;0;0;0;136;133
B;2;8;10;R;1814;80;0;0;0;133;128
B;2;8;11;R;1821;30;1;41;0;128;121
B;2;8;12;R;1823;30;1;40;0;121;141
B;2;8;13;R;1828;80;0;0;0;141;138
B;2;8;14;R;1833;30;1;55;0;138;158
B;2;8;15;R;1838;30;1;40;0;158;178
B;2;8;16;R;1843;50;1;20;0;178;171
B;2;8;17;R;1848;30;1;51;0;171;191
B;2;8;18;R;1853;30;1;40;0;191;182
B;2;8;19;R;1861;70;1;40;0;182;173
B;2;8;20;R;1866;30;1;51;0;173;193
B;2;8;21;R;1869;30;1;50;0;193;184
B;2;8;22;R;1875;50;0;0;0;184;182
B;2;8;23;R;1878;30;1;41;0;182;202
B;2;8;24;R;1883;50;0;0;0;202;200
B;2;8;25;R;1891;70;1;50;0;200;191
B;2;8;26;R;1893;30;1;41;0;191;211
B;2;8;27;R;1901;30;1;40;0;211;231
B;2;8;28;R;1905;30;1;50;0;231;222
B;2;8;29;R;1911;30;1;50;0;222;213
B;2;8;30;R;1914;50;0;0;0;213;211
B;2;9;1;P;1755;50;1;61;0;140;160
B;2;9;2;P;1760;50;1;61;0;160;180
B;2;9;3;P;1763;30;1;40;0;180;200
B;2;9;1;R;1769;30;1;40;0;140;160
B;2;9;2;R;1775;80;1;45;0;160;150
B;2;9;3;R;1778;80;0;0;0;150;147
B;2;9;4;R;1783;50;1;24;0;147;140
B;2;9;5;R;1791;30;1;40;0;140;160
B;2;9;6;R;1795;30;1;41;0;160;180
B;2;9;7;R;1799;50;1;24;0;180;173
B;2;9;8;R;1805;30;1;41;0;173;193
B;2;9;9;R;1810;30;1;40;0;193;186
B;2;9;10;R;1816;50;1;26;0;186;179
B;2;9;11;R;1820;80;0;0;0;179;176
B;2;9;12;R;1826;80;0;0;0;176;171
B;2;9;13;R;1829;30;1;40;0;171;164
B;2;9;14;R;1836;30;1;40;0;164;157
B;2;9;15;R;1840;80;0;0;0;157;154
B;2;9;16;R;1844;30;1;41;0;154;174
B;2;9;17;R;1851;50;1;21;0;174;167
B;2;9;18;R;1854;30;1;51;0;167;187
B;2;9;19;R;1860;50;0;0;0;187;185
B;2;9;20;R;1863;30;1;50;0;185;176
B;2;9;21;R;1869;50;0;0;0;176;174
B;2;9;22;R;1873;70;1;50;0;174;165
B;2;9;23;R;1881;70;1;50;0;165;156
B;2;9;24;R;1883;30;1;51;0;156;176
B;2;9;25;R;1891;50;0;0;0;176;174
B;2;9;26;R;1896;30;1;50;0;174;165
B;2;9;27;R;1898;70;1;51;0;165;185
B;2;9;28;R;1906;70;1;50;0;185;176
B;2;9;29;R;1911;70;1;51;0;176;196
B;2;9;30;R;1915;30;1;41;0;196;216
B;2;10;1;P;1754;80;0;0;0;140;137
